InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
112702,S4366,Product 1589,10,2019-07-22,33.63,58014,Spain
112703,S4383,Product 3986,1,2020-10-31,48.53,48190,Spain
112704,S0066,Product 4725,8,2020-12-04,33.96,25953,Netherlands
112705,S0880,Product 4999,4,2020-10-26,40.78,55934,Spain
112706,S0068,Product 1471,7,2020-01-14,5.42,32881,United Kingdom
112707,S1217,Product 3915,19,2020-02-05,36.51,44204,Germany
112708,S3028,Product 3114,15,2019-03-31,10.64,15160,France
112709,S3240,Product 4491,2,2020-06-01,4.06,22496,Spain
112710,S3481,Product 4343,17,2020-01-30,27.83,59425,Netherlands
112711,S0508,Product 3363,16,2019-11-29,37.66,18287,Spain
112712,S3715,Product 1637,14,2019-01-16,27.56,55065,United Kingdom
112713,S2885,Product 2913,3,2019-11-27,46.61,50883,Spain
112714,S1126,Product 1473,19,2020-04-24,34.94,40067,United Kingdom
112715,S0886,Product 1245,8,2020-08-01,6.32,47530,Spain
112716,S2842,Product 3738,17,2020-02-15,46.76,29704,Germany
112717,S3878,Product 2099,18,2019-03-21,8.07,56676,Netherlands
112718,S4871,Product 2598,1,2019-12-23,38.03,56108,Australia
112719,S2526,Product 2513,7,2019-10-10,7.85,12499,United Kingdom
112720,S0926,Product 4515,4,2020-06-20,49.93,44995,Spain
112721,S4216,Product 259,3,2020-02-24,16.94,57318,France
112722,S1939,Product 2359,19,2019-07-30,25.05,32121,United Kingdom
112723,S3815,Product 3394,10,2020-08-23,23.61,10361,Germany
112724,S3363,Product 3779,3,2020-09-06,5.54,40848,Germany
112725,S4584,Product 3412,2,2020-08-19,24.95,33954,France
112726,S3233,Product 1269,5,2019-10-21,7.9,31818,Spain
112727,S3745,Product 940,17,2019-06-17,40.2,29971,Spain
112728,S3466,Product 2377,5,2020-06-07,47.94,13901,Spain
112729,S0441,Product 3952,14,2019-06-06,40.5,12267,Spain
112730,S3612,Product 196,16,2019-11-23,21.84,48584,Australia
112731,S0462,Product 4158,14,2019-05-01,0.62,10496,Australia
112732,S0612,Product 3097,19,2020-10-30,2.31,41613,Spain
112733,S3472,Product 3636,13,2020-08-30,25.0,53682,France
112734,S3164,Product 562,12,2020-08-09,34.13,19579,Australia
112735,S0006,Product 3450,16,2019-08-27,41.07,38564,Australia
112736,S4777,Product 3367,17,2019-08-06,30.18,47476,Germany
112737,S3971,Product 3124,6,2020-07-31,48.93,35754,France
112738,S2859,Product 2892,14,2019-07-09,24.94,56254,Netherlands
112739,S2607,Product 40,16,2020-12-08,30.2,39543,Netherlands
112740,S0099,Product 1768,3,2020-09-01,11.89,23068,United Kingdom
112741,S0526,Product 2505,19,2020-05-24,17.31,45125,Spain
112742,S1181,Product 788,7,2020-08-08,34.32,20142,Germany
112743,S1690,Product 1877,5,2019-12-20,30.28,31078,United Kingdom
112744,S1139,Product 4098,10,2020-05-10,18.8,16121,Australia
112745,S4492,Product 1493,9,2019-08-04,6.04,17328,Netherlands
112746,S4866,Product 1130,3,2020-04-22,17.46,42392,United Kingdom
112747,S3072,Product 2264,10,2020-05-15,2.69,26196,Australia
112748,S2928,Product 4873,16,2020-03-11,29.25,21179,Netherlands
112749,S2793,Product 4510,9,2020-05-25,16.49,12233,Netherlands
112750,S4779,Product 4022,2,2020-06-05,19.3,24828,France
112751,S0015,Product 4306,6,2019-10-18,28.97,51711,United Kingdom
112752,S2416,Product 2186,5,2020-07-28,29.27,23301,Netherlands
112753,S2686,Product 1645,3,2019-03-16,29.62,52527,Germany
112754,S2901,Product 3561,7,2020-03-14,24.83,38546,Netherlands
112755,S1237,Product 2686,15,2020-10-18,24.66,53745,France
112756,S4101,Product 4822,6,2019-10-28,41.15,27291,United Kingdom
112757,S3221,Product 1413,4,2019-03-06,23.64,29043,Netherlands
112758,S1608,Product 1222,13,2019-11-08,27.03,21437,Spain
112759,S3564,Product 2250,5,2020-04-28,49.42,57007,Spain
112760,S3298,Product 2240,15,2019-07-17,9.46,14748,Netherlands
112761,S2634,Product 4203,7,2020-07-17,36.46,37952,United Kingdom
112762,S3891,Product 4423,7,2019-03-02,23.92,59109,Australia
112763,S4265,Product 644,10,2020-09-20,41.61,34922,France
112764,S2809,Product 4453,13,2020-04-22,20.5,15188,Germany
112765,S0792,Product 2549,11,2019-07-08,15.5,51449,Australia
112766,S1000,Product 4604,1,2020-06-08,10.79,11513,United Kingdom
112767,S0152,Product 3806,11,2020-11-21,43.68,52137,France
112768,S3064,Product 4291,1,2019-01-23,36.06,53568,Netherlands
112769,S4600,Product 4143,3,2020-08-11,4.31,34274,Germany
112770,S2092,Product 1386,8,2019-02-03,35.82,43269,United Kingdom
112771,S4600,Product 2585,13,2020-09-10,2.23,50854,Netherlands
112772,S4083,Product 1602,7,2019-12-02,9.49,22280,Germany
112773,S4027,Product 4943,3,2019-09-02,29.84,14331,Netherlands
112774,S2978,Product 4805,2,2020-03-23,23.44,23531,Spain
112775,S0843,Product 3318,18,2019-01-11,42.1,16337,Australia
112776,S4447,Product 808,5,2019-12-13,30.59,12306,Spain
112777,S3794,Product 2660,18,2020-07-30,48.27,39166,France
112778,S2071,Product 115,16,2019-05-30,42.83,25308,Germany
112779,S1660,Product 2728,7,2019-02-10,17.34,26867,Spain
112780,S0598,Product 4727,1,2020-10-26,41.79,31652,Netherlands
112781,S2514,Product 2267,9,2019-12-07,43.56,43197,France
112782,S4136,Product 4293,15,2020-10-27,48.5,40060,Spain
112783,S4271,Product 4497,1,2019-12-04,1.12,11190,France
112784,S3604,Product 3902,17,2019-04-07,43.8,10845,Australia
112785,S1217,Product 2729,9,2020-07-16,3.96,24363,Germany
112786,S2292,Product 4172,15,2019-01-24,26.64,20692,Spain
112787,S4932,Product 1450,10,2020-06-05,21.03,47676,Spain
112788,S3812,Product 4383,3,2019-01-13,46.03,32117,United Kingdom
112789,S4994,Product 1569,5,2020-04-23,20.56,33036,United Kingdom
112790,S0932,Product 1323,2,2019-01-18,30.0,29216,Germany
112791,S2139,Product 861,6,2019-05-19,34.75,51190,Germany
112792,S4003,Product 742,16,2020-11-28,1.44,16765,Australia
112793,S2979,Product 1731,12,2020-05-23,29.75,14308,Australia
112794,S3893,Product 4905,17,2019-01-21,26.14,53288,United Kingdom
112795,S4596,Product 2934,12,2019-11-12,29.9,49422,Spain
112796,S2919,Product 3519,17,2020-04-18,4.25,23790,Australia
112797,S2565,Product 4510,7,2020-07-11,3.25,53278,France
112798,S1764,Product 4527,16,2020-07-21,9.29,15998,Germany
112799,S2171,Product 3168,18,2020-06-03,43.54,24072,United Kingdom
112800,S0336,Product 1919,8,2020-02-05,18.15,44994,France
112801,S1177,Product 2219,18,2020-01-07,21.98,23452,United Kingdom
112802,S3022,Product 1341,2,2019-03-27,19.81,41839,Netherlands
112803,S0779,Product 4640,9,2019-11-25,35.86,55406,Spain
112804,S1186,Product 1515,16,2020-05-07,13.34,52701,France
112805,S3286,Product 1412,17,2020-05-31,3.89,27432,United Kingdom
112806,S3448,Product 3037,10,2020-03-15,19.22,27151,France
112807,S3992,Product 4168,1,2020-10-15,36.53,55778,Australia
112808,S2471,Product 1023,18,2019-02-14,45.79,12198,Netherlands
112809,S0939,Product 4628,15,2020-12-15,3.02,13563,Netherlands
112810,S4900,Product 2287,9,2020-11-28,40.62,31391,Spain
112811,S4007,Product 2759,3,2020-08-05,3.78,26223,United Kingdom
112812,S1936,Product 4673,16,2020-02-27,16.87,36078,United Kingdom
112813,S0634,Product 3772,15,2020-09-10,1.6,26690,Australia
112814,S1254,Product 1113,2,2019-07-04,45.62,57476,Australia
112815,S1083,Product 1946,10,2019-12-30,35.49,12668,United Kingdom
112816,S2144,Product 4809,4,2019-10-12,18.77,56217,Germany
112817,S1286,Product 1559,19,2019-07-22,19.18,22743,Spain
112818,S0354,Product 3880,17,2020-01-08,32.17,45193,Netherlands
112819,S1886,Product 642,10,2020-04-30,4.94,18129,Spain
112820,S1819,Product 2238,6,2020-06-08,7.68,51240,Germany
112821,S2521,Product 4908,1,2020-03-02,42.44,27593,United Kingdom
112822,S4009,Product 3487,11,2020-12-29,10.51,48975,Netherlands
112823,S3023,Product 3226,16,2020-07-15,36.47,57787,United Kingdom
112824,S2585,Product 1015,7,2019-07-03,11.68,23975,Germany
112825,S1548,Product 2022,3,2019-03-03,4.86,31298,Germany
112826,S4019,Product 2677,14,2019-04-10,45.05,46158,United Kingdom
112827,S4205,Product 1541,4,2020-11-25,45.13,31143,United Kingdom
112828,S1369,Product 2937,9,2019-07-15,30.46,37439,France
112829,S3338,Product 3107,15,2020-04-12,23.37,38179,Netherlands
112830,S1758,Product 784,12,2019-01-12,27.86,30444,Netherlands
112831,S1518,Product 671,16,2020-01-01,20.7,52035,Spain
112832,S4918,Product 2770,19,2019-11-29,37.98,16398,Australia
112833,S3485,Product 2574,14,2019-12-12,37.85,48949,Spain
112834,S3686,Product 2585,4,2019-02-07,41.04,34333,Australia
112835,S3053,Product 4943,6,2020-06-18,26.38,53490,Germany
112836,S2697,Product 1278,11,2020-01-03,40.17,47748,Australia
112837,S0191,Product 3044,4,2019-04-28,8.21,12247,Netherlands
112838,S0933,Product 3173,8,2019-12-16,1.99,26647,Germany
112839,S4238,Product 3783,9,2019-05-18,32.58,58261,United Kingdom
112840,S3239,Product 178,2,2020-08-11,5.72,10745,Netherlands
112841,S2216,Product 276,3,2019-11-26,27.76,31450,Germany
112842,S0566,Product 2360,6,2019-06-08,36.2,16314,France
112843,S1135,Product 3482,2,2019-06-21,20.65,59650,Australia
112844,S0744,Product 4887,8,2020-02-25,2.67,50758,Australia
112845,S0673,Product 3360,8,2020-02-13,44.41,18652,France
112846,S2912,Product 1425,3,2020-04-21,2.64,58919,Netherlands
112847,S0531,Product 4123,17,2019-01-21,45.29,30315,Netherlands
112848,S3022,Product 2961,11,2019-05-23,3.11,14674,Spain
112849,S0562,Product 2470,3,2019-08-22,36.89,54037,Australia
112850,S0302,Product 3086,12,2020-01-10,46.28,58096,Netherlands
112851,S3768,Product 2373,14,2020-04-26,45.4,27551,Spain
112852,S4281,Product 4069,1,2020-08-09,44.72,49352,Australia
112853,S0510,Product 1591,12,2019-09-21,44.21,28493,France
112854,S3446,Product 4381,18,2020-09-01,25.77,40682,France
112855,S2204,Product 1113,4,2020-09-08,28.11,32248,France
112856,S2835,Product 1069,3,2019-06-03,31.18,18916,United Kingdom
112857,S0795,Product 2546,17,2020-06-16,44.85,40144,Netherlands
112858,S2480,Product 3650,13,2019-11-04,41.99,11169,France
112859,S1524,Product 1815,17,2019-02-19,39.26,20490,Spain
112860,S4857,Product 3908,17,2020-01-03,33.95,37760,Spain
112861,S2195,Product 3732,19,2019-08-12,31.11,20831,Germany
112862,S2529,Product 2193,5,2019-12-04,46.16,56501,Germany
112863,S0435,Product 82,8,2019-01-26,10.04,47521,United Kingdom
112864,S2039,Product 3707,2,2020-07-16,10.04,47645,Spain
112865,S1707,Product 3177,9,2020-10-17,49.13,15701,Australia
112866,S0069,Product 1826,7,2019-02-21,27.88,55834,Germany
112867,S1905,Product 82,16,2020-03-16,24.43,29457,Netherlands
112868,S3960,Product 94,12,2020-01-12,42.6,30217,Netherlands
112869,S2952,Product 343,5,2020-04-12,42.56,59602,Netherlands
112870,S4650,Product 2409,6,2020-04-07,9.24,27657,Netherlands
112871,S2714,Product 1855,17,2019-10-23,9.09,44236,Germany
112872,S3370,Product 4000,15,2019-05-24,39.87,11703,United Kingdom
112873,S4596,Product 1090,10,2019-06-12,39.39,18093,Germany
112874,S3728,Product 624,3,2019-10-09,11.65,27416,Netherlands
112875,S2405,Product 868,7,2019-11-25,42.15,22701,France
112876,S3326,Product 2477,2,2020-04-08,24.26,22777,Australia
112877,S3547,Product 3473,13,2019-07-06,23.76,56484,Australia
112878,S2304,Product 171,14,2020-08-13,49.29,43621,Netherlands
112879,S3682,Product 1783,4,2020-08-18,26.2,40859,United Kingdom
112880,S3222,Product 578,8,2020-01-22,7.28,31033,Spain
112881,S4375,Product 68,5,2020-10-06,14.37,46987,Spain
112882,S1083,Product 1516,12,2020-02-28,17.02,43460,Netherlands
112883,S0446,Product 1,12,2020-11-25,47.94,34221,United Kingdom
112884,S4932,Product 2199,11,2019-03-18,13.57,44093,Germany
112885,S4851,Product 902,2,2020-03-07,21.8,49258,United Kingdom
112886,S1593,Product 4846,5,2019-08-23,37.61,37361,Australia
112887,S2776,Product 795,13,2020-03-30,14.07,16094,Netherlands
112888,S3817,Product 2067,18,2020-03-31,35.23,19275,Germany
112889,S3054,Product 1820,17,2020-02-15,10.77,13704,Spain
112890,S1591,Product 371,6,2019-11-25,12.5,45382,Netherlands
112891,S2232,Product 2539,19,2019-12-18,49.32,29765,Spain
112892,S1562,Product 3908,17,2019-08-25,18.76,28686,Netherlands
112893,S4273,Product 2055,17,2020-11-06,36.62,24883,Germany
112894,S3647,Product 2597,18,2019-02-05,42.08,14153,United Kingdom
112895,S4943,Product 4467,15,2019-02-08,17.67,49736,Australia
112896,S3239,Product 1689,4,2020-04-03,18.18,15939,Australia
112897,S1601,Product 4853,4,2019-06-13,38.77,50242,Spain
112898,S2057,Product 3322,5,2019-04-24,30.55,48492,Germany
112899,S4332,Product 1139,15,2020-06-02,18.41,16669,Spain
112900,S0710,Product 2622,2,2020-09-06,37.6,41433,France
112901,S2972,Product 2729,11,2019-05-29,43.25,50343,Germany
112902,S2733,Product 1166,3,2019-03-29,12.13,27317,Germany
112903,S0794,Product 1509,11,2019-07-06,1.71,26070,United Kingdom
112904,S3100,Product 3842,3,2020-11-11,14.07,37767,United Kingdom
112905,S2856,Product 4559,11,2019-11-06,33.89,36996,Netherlands
112906,S0027,Product 4577,2,2020-06-18,45.8,14386,United Kingdom
112907,S3268,Product 4919,15,2019-05-16,43.22,59883,Australia
112908,S0085,Product 524,8,2019-11-02,11.5,21953,Netherlands
112909,S3102,Product 2259,2,2019-08-27,44.11,44969,Australia
112910,S1123,Product 4340,18,2019-10-17,40.63,53359,United Kingdom
112911,S0012,Product 239,8,2019-12-06,36.85,32890,United Kingdom
112912,S1749,Product 1221,12,2019-12-18,34.57,59109,Australia
112913,S3110,Product 769,6,2020-02-01,40.45,49638,Netherlands
112914,S1877,Product 235,2,2020-05-01,43.16,41881,France
112915,S2620,Product 2761,12,2019-01-20,41.05,46596,Germany
112916,S0180,Product 4593,12,2020-01-27,6.53,46347,Australia
112917,S0797,Product 1520,13,2020-09-02,36.25,42026,Netherlands
112918,S3814,Product 1904,9,2019-08-13,42.14,24576,France
112919,S2025,Product 2235,15,2020-10-26,9.69,40865,Australia
112920,S3218,Product 936,11,2020-09-07,11.08,57095,United Kingdom
112921,S0887,Product 1269,9,2020-03-18,39.41,42192,Netherlands
112922,S2469,Product 819,8,2019-06-30,17.52,37585,France
112923,S3388,Product 3568,18,2019-05-24,20.29,10799,France
112924,S1520,Product 4118,11,2019-04-12,19.17,40436,Australia
112925,S2433,Product 2116,5,2019-11-19,11.04,13422,Australia
112926,S4867,Product 2440,4,2020-07-03,46.97,16761,Germany
112927,S0917,Product 3388,5,2019-08-13,40.39,18139,United Kingdom
112928,S2071,Product 1089,7,2019-05-24,12.9,24906,Australia
112929,S3977,Product 1828,17,2019-12-17,5.75,48206,Spain
112930,S1782,Product 4825,18,2019-12-30,18.94,53194,Australia
112931,S0339,Product 2589,1,2019-06-02,21.06,26770,France
112932,S1517,Product 2616,16,2019-11-04,0.85,51724,Netherlands
112933,S2871,Product 1874,9,2020-09-10,44.41,22099,Australia
112934,S3583,Product 4308,12,2020-04-01,42.64,13983,United Kingdom
112935,S0915,Product 1774,19,2019-09-28,42.58,46158,Spain
112936,S3291,Product 200,11,2019-11-05,40.39,29209,Spain
112937,S4571,Product 178,6,2019-09-18,36.79,47901,Spain
112938,S1447,Product 931,4,2020-05-24,31.91,38404,Australia
112939,S1380,Product 3737,16,2020-06-08,48.03,44404,France
112940,S1484,Product 2037,3,2019-11-19,35.73,54114,Germany
112941,S2075,Product 1486,8,2020-08-31,31.7,24250,Spain
112942,S0801,Product 2092,16,2019-01-19,39.55,32640,Spain
112943,S1247,Product 4264,2,2020-02-19,12.69,19667,Australia
112944,S4960,Product 2385,13,2019-04-06,48.37,11518,Netherlands
112945,S2738,Product 4089,19,2020-07-31,1.45,52359,Spain
112946,S3496,Product 4682,16,2019-05-01,32.6,57203,United Kingdom
112947,S4835,Product 1916,19,2019-07-27,4.32,58879,Germany
112948,S3258,Product 16,8,2020-01-05,42.74,21730,Germany
112949,S3878,Product 2935,2,2020-01-19,48.4,35290,Spain
112950,S0982,Product 837,1,2019-09-18,20.73,41634,France
112951,S2477,Product 2158,17,2019-12-24,42.93,41531,France
112952,S2089,Product 1577,18,2020-02-18,17.12,11458,Spain
112953,S2953,Product 306,7,2019-02-18,8.39,27513,Spain
112954,S1012,Product 2054,9,2019-02-27,14.19,14775,Australia
112955,S3465,Product 2891,3,2020-02-06,15.44,54215,France
112956,S2751,Product 3345,11,2020-02-24,31.72,24832,Spain
112957,S2127,Product 4457,16,2019-04-15,39.91,19415,Netherlands
112958,S4813,Product 1209,9,2020-07-21,10.66,48280,Netherlands
112959,S3862,Product 1859,12,2019-06-10,4.87,23687,Spain
112960,S2592,Product 2704,14,2020-05-28,11.47,46590,France
112961,S1474,Product 1972,4,2019-06-09,15.18,36351,Netherlands
112962,S2522,Product 1114,4,2020-06-07,14.35,14921,Australia
112963,S1166,Product 984,11,2020-07-04,11.39,12805,Australia
112964,S3323,Product 3311,2,2020-07-16,23.57,55118,France
112965,S0610,Product 4002,18,2020-10-07,42.87,37879,Australia
112966,S2184,Product 2772,3,2019-01-15,5.47,14066,Spain
112967,S2532,Product 3153,2,2019-08-12,43.17,44593,Spain
112968,S2862,Product 2163,1,2019-10-28,25.1,25007,Spain
112969,S4651,Product 2128,5,2019-09-28,33.19,15767,Netherlands
112970,S1656,Product 3640,7,2019-04-13,40.86,50470,Germany
112971,S1756,Product 4275,4,2019-09-25,15.56,13877,Germany
112972,S0046,Product 561,3,2020-04-29,47.73,58866,Australia
112973,S1260,Product 1810,6,2019-10-18,4.64,24869,Germany
112974,S4639,Product 4388,12,2020-10-11,26.62,30378,Netherlands
112975,S3233,Product 2933,16,2019-06-20,13.11,36836,France
112976,S1452,Product 291,8,2019-06-08,20.69,17859,Australia
112977,S2119,Product 4638,11,2020-02-19,22.72,15276,Germany
112978,S2568,Product 1910,13,2020-02-08,45.77,30108,Germany
112979,S1993,Product 4690,14,2020-01-03,22.36,16372,Australia
112980,S3124,Product 1429,18,2019-11-25,35.05,18612,Australia
112981,S2341,Product 948,8,2020-04-05,47.61,35004,United Kingdom
112982,S4908,Product 2528,1,2019-11-11,24.98,22413,Australia
112983,S1489,Product 1349,4,2020-10-25,20.71,22329,Spain
112984,S1574,Product 381,17,2019-03-30,48.66,19319,Germany
112985,S4963,Product 1705,6,2019-11-11,41.47,14001,Germany
112986,S2428,Product 310,5,2020-04-16,47.02,28805,France
112987,S1767,Product 3415,14,2019-03-14,20.16,39938,Spain
112988,S3550,Product 1499,19,2019-06-06,34.97,53081,Netherlands
112989,S2310,Product 2895,14,2019-11-26,12.86,57054,Netherlands
112990,S4676,Product 661,2,2019-03-27,43.36,29098,United Kingdom
112991,S2405,Product 3448,9,2020-03-04,46.69,42847,France
112992,S1443,Product 2274,7,2020-09-21,13.76,27177,France
112993,S4794,Product 1498,18,2019-09-21,5.69,53315,Spain
112994,S1977,Product 2073,11,2020-02-19,10.44,57026,France
112995,S3974,Product 3437,8,2020-03-01,31.83,58835,Australia
112996,S2491,Product 2143,10,2019-02-19,13.97,15436,United Kingdom
112997,S0726,Product 4661,18,2019-06-09,32.11,30897,Spain
112998,S3804,Product 1606,17,2020-10-07,17.83,40824,France
112999,S4382,Product 4740,17,2020-05-12,45.88,53010,France
113000,S3828,Product 1432,1,2020-05-13,22.9,43254,Australia
113001,S4666,Product 1951,4,2019-06-09,25.13,12712,Germany
113002,S3620,Product 3923,11,2019-02-01,17.73,34216,Australia
113003,S2888,Product 459,9,2020-03-02,4.12,26229,Germany
113004,S0498,Product 2949,9,2019-10-15,24.93,14800,United Kingdom
113005,S3977,Product 338,3,2020-10-02,38.83,24591,Germany
113006,S0705,Product 3944,6,2019-04-15,47.67,24795,France
113007,S4658,Product 2014,6,2020-06-06,4.29,46817,Germany
113008,S4128,Product 4021,10,2019-01-12,39.97,34808,France
113009,S3682,Product 345,10,2020-06-16,13.72,35892,Spain
113010,S4139,Product 4672,17,2019-10-04,41.23,40073,Germany
113011,S1917,Product 943,15,2020-10-11,17.43,33820,United Kingdom
113012,S1375,Product 346,4,2019-05-17,6.16,15713,Netherlands
113013,S1846,Product 3895,10,2020-01-31,30.79,24990,France
113014,S4655,Product 3320,8,2020-12-25,44.75,54526,United Kingdom
113015,S1437,Product 3696,1,2020-06-13,9.49,20892,France
113016,S3091,Product 325,17,2020-05-03,1.58,19803,France
113017,S1371,Product 2139,12,2019-06-16,44.25,41609,Spain
113018,S1929,Product 4390,12,2020-03-28,35.04,27481,France
113019,S1637,Product 3613,13,2020-01-24,40.53,23434,Netherlands
113020,S0092,Product 524,14,2019-08-24,3.46,24489,Netherlands
113021,S1844,Product 2898,8,2019-11-23,44.58,49322,Australia
113022,S0185,Product 3741,14,2020-04-27,21.25,15653,Netherlands
113023,S4824,Product 259,7,2019-08-09,44.93,39280,United Kingdom
113024,S1572,Product 1111,17,2019-12-29,3.71,52602,Spain
113025,S0832,Product 821,11,2019-10-14,44.3,38751,United Kingdom
